-182.684, 78.157, 1.887,  1.765
-182.659, 78.100, 1.891,  1.798
-182.633, 78.042, 1.894,  1.831
-182.608, 77.984, 1.898,  1.864
-182.583, 77.926, 1.902,  1.897
-182.558, 77.867, 1.906,  1.930
-182.534, 77.808, 1.910,  1.963
-182.510, 77.749, 1.913,  1.996
-182.486, 77.690, 1.916,  2.029
-182.463, 77.630, 1.920,  2.062
-182.440, 77.570, 1.924,  2.095
-182.418, 77.510, 1.928,  2.128
-182.395, 77.450, 1.932,  2.161
-182.373, 77.389, 1.935,  2.194
-182.352, 77.328, 1.939,  2.227
-182.330, 77.267, 1.943,  2.260
-182.309, 77.206, 1.947,  2.293
-182.289, 77.144, 1.952,  2.326
-182.268, 77.082, 1.956,  2.359
-182.248, 77.019, 1.959,  2.392
-182.229, 76.957, 1.963,  2.425
-182.209, 76.894, 1.967,  2.458
-182.190, 76.831, 1.972,  2.491
-182.172, 76.768, 1.976,  2.524
-182.153, 76.704, 1.980,  2.557
-182.135, 76.640, 1.985,  2.590
-182.117, 76.576, 1.990,  2.623
-182.100, 76.512, 1.994,  2.656
-182.083, 76.447, 1.998,  2.689
-182.066, 76.383, 2.002,  2.722
-182.050, 76.318, 2.007,  2.755
-182.033, 76.252, 2.013,  2.788
-182.018, 76.187, 2.018,  2.821
-182.002, 76.121, 2.022,  2.854
-181.987, 76.055, 2.026,  2.887
-181.972, 75.989, 2.031,  2.920
-181.957, 75.922, 2.037,  2.953
-181.943, 75.855, 2.042,  2.986
-181.928, 75.789, 2.046,  3.019
-181.915, 75.721, 2.052,  3.052
-181.901, 75.654, 2.057,  3.085
-181.888, 75.586, 2.062,  3.118
-181.875, 75.518, 2.067,  3.151
-181.862, 75.450, 2.072,  3.184
-181.849, 75.382, 2.078,  3.217
-181.837, 75.313, 2.084,  3.250
-181.825, 75.245, 2.090,  3.283
-181.813, 75.175, 2.095,  3.316
-181.802, 75.106, 2.100,  3.349
-181.790, 75.037, 2.106,  3.382
-181.779, 74.967, 2.111,  3.415
-181.769, 74.897, 2.116,  3.448
-181.758, 74.827, 2.122,  3.481
-181.748, 74.757, 2.129,  3.514
-181.738, 74.686, 2.135,  3.547
-181.728, 74.615, 2.140,  3.580
-181.718, 74.544, 2.146,  3.613
-181.709, 74.473, 2.152,  3.646
-181.699, 74.401, 2.158,  3.679
-181.690, 74.329, 2.164,  3.712
-181.682, 74.258, 2.170,  3.745
-181.673, 74.185, 2.177,  3.778
-181.664, 74.113, 2.183,  3.811
-181.656, 74.040, 2.188,  3.844
-181.648, 73.967, 2.194,  3.877
-181.640, 73.894, 2.201,  3.910
-181.633, 73.821, 2.208,  3.943
-181.625, 73.748, 2.213,  3.976
-181.618, 73.674, 2.220,  4.009
-181.611, 73.600, 2.226,  4.042
-181.604, 73.526, 2.233,  4.075
-181.597, 73.451, 2.239,  4.108
-181.590, 73.377, 2.246,  4.141
-181.584, 73.302, 2.253,  4.174
-181.578, 73.226, 2.259,  4.207
-181.572, 73.151, 2.266,  4.240
-181.566, 73.076, 2.272,  4.273
-181.560, 73.000, 2.279,  4.306
-181.554, 72.924, 2.286,  4.339
-181.548, 72.847, 2.293,  4.372
-181.543, 72.771, 2.300,  4.405
-181.538, 72.694, 2.306,  4.438
-181.533, 72.617, 2.313,  4.471
-181.528, 72.540, 2.321,  4.504
-181.523, 72.462, 2.327,  4.537
-181.518, 72.385, 2.334,  4.570
-181.513, 72.307, 2.342,  4.603
-181.509, 72.229, 2.348,  4.636
-181.504, 72.150, 2.355,  4.669
-181.500, 72.072, 2.363,  4.702
-181.495, 71.993, 2.370,  4.735
-181.491, 71.914, 2.378,  4.768
-181.487, 71.834, 2.385,  4.801
-181.483, 71.755, 2.392,  4.834
-181.479, 71.675, 2.399,  4.867
-181.475, 71.595, 2.407,  4.900
-181.471, 71.514, 2.414,  4.933
-181.467, 71.434, 2.421,  4.966
-181.463, 71.353, 2.429,  4.999
-181.459, 71.272, 2.436,  5.032
-181.456, 71.190, 2.444,  5.065
-181.452, 71.109, 2.452,  5.098
-181.448, 71.027, 2.459,  5.131
-181.445, 70.945, 2.466,  5.164
-181.442, 70.862, 2.474,  5.197
-181.438, 70.780, 2.482,  5.230
-181.435, 70.697, 2.491,  5.263
-181.431, 70.614, 2.497,  5.296
-181.428, 70.530, 2.505,  5.329
-181.425, 70.447, 2.513,  5.362
-181.422, 70.363, 2.522,  5.395
-181.418, 70.278, 2.529,  5.428
-181.415, 70.194, 2.537,  5.461
-181.412, 70.109, 2.545,  5.494
-181.409, 70.024, 2.553,  5.527
-181.406, 69.939, 2.561,  5.560
-181.403, 69.853, 2.569,  5.593
-181.400, 69.768, 2.577,  5.626
-181.397, 69.682, 2.585,  5.659
-181.393, 69.595, 2.594,  5.692
-181.390, 69.509, 2.601,  5.725
-181.387, 69.422, 2.610,  5.758
-181.384, 69.335, 2.619,  5.791
-181.381, 69.247, 2.627,  5.824
-181.378, 69.159, 2.635,  5.857
-181.375, 69.071, 2.643,  5.890
-181.372, 68.983, 2.653,  5.923
-181.369, 68.894, 2.661,  5.956
-181.365, 68.806, 2.669,  5.989
-181.364, 68.717, 2.674,  6.022
-181.363, 68.627, 2.684,  6.055
-181.362, 68.537, 2.696,  6.088
-181.361, 68.447, 2.704,  6.121
-181.360, 68.357, 2.711,  6.154
-181.360, 68.266, 2.720,  6.187
-181.359, 68.175, 2.730,  6.220
-181.359, 68.084, 2.739,  6.253
-181.358, 67.992, 2.747,  6.286
-181.358, 67.901, 2.756,  6.319
-181.357, 67.809, 2.765,  6.352
-181.357, 67.716, 2.774,  6.385
-181.357, 67.623, 2.782,  6.418
-181.357, 67.530, 2.792,  6.451
-181.356, 67.437, 2.802,  6.484
-181.356, 67.343, 2.811,  6.517
-181.356, 67.250, 2.819,  6.550
-181.356, 67.155, 2.828,  6.583
-181.356, 67.061, 2.838,  6.616
-181.356, 66.966, 2.847,  6.649
-181.356, 66.871, 2.856,  6.682
-181.356, 66.775, 2.865,  6.715
-181.356, 66.680, 2.875,  6.748
-181.356, 66.584, 2.884,  6.781
-181.356, 66.487, 2.894,  6.814
-181.356, 66.390, 2.903,  6.847
-181.356, 66.293, 2.912,  6.880
-181.357, 66.196, 2.922,  6.913
-181.357, 66.098, 2.932,  6.946
-181.357, 66.000, 2.942,  6.979
-181.357, 65.902, 2.951,  7.012
-181.357, 65.804, 2.959,  7.045
-181.358, 65.705, 2.970,  7.078
-181.358, 65.605, 2.980,  7.111
-181.358, 65.506, 2.990,  7.144
-181.358, 65.406, 2.999,  7.177
-181.359, 65.306, 3.009,  7.210
-181.359, 65.205, 3.019,  7.243
-181.359, 65.104, 3.029,  7.276
-181.360, 65.003, 3.039,  7.309
-181.360, 64.901, 3.049,  7.342
-181.360, 64.800, 3.060,  7.375
-181.360, 64.697, 3.069,  7.408
-181.361, 64.595, 3.079,  7.441
-181.361, 64.492, 3.089,  7.474
-181.361, 64.389, 3.100,  7.507
-181.362, 64.285, 3.110,  7.540
-181.362, 64.181, 3.119,  7.573
-181.362, 64.077, 3.130,  7.606
-181.363, 63.972, 3.141,  7.639
-181.363, 63.867, 3.151,  7.672
-181.363, 63.762, 3.161,  7.705
-181.364, 63.656, 3.171,  7.738
-181.364, 63.550, 3.183,  7.771
-181.365, 63.444, 3.193,  7.804
-181.365, 63.337, 3.203,  7.837
-181.365, 63.230, 3.214,  7.870
-181.366, 63.123, 3.225,  7.903
-181.366, 63.015, 3.235,  7.936
-181.366, 62.907, 3.246,  7.969
-181.367, 62.799, 3.257,  8.002
-181.367, 62.690, 3.267,  8.035
-181.367, 62.581, 3.277,  8.068
-181.368, 62.471, 3.289,  8.101
-181.368, 62.361, 3.300,  8.134
-181.368, 62.251, 3.310,  8.167
-181.369, 62.140, 3.321,  8.200
-181.369, 62.029, 3.333,  8.233
-181.370, 61.918, 3.344,  8.266
-181.370, 61.806, 3.355,  8.299
-181.370, 61.694, 3.365,  8.332
-181.370, 61.582, 3.377,  8.365
-181.371, 61.469, 3.389,  8.398
-181.371, 61.356, 3.400,  8.431
-181.371, 61.242, 3.410,  8.464
-181.372, 61.128, 3.422,  8.497
-181.372, 61.014, 3.434,  8.530
-181.372, 60.899, 3.445,  8.563
-181.373, 60.784, 3.456,  8.596
-181.373, 60.668, 3.468,  8.629
-181.373, 60.552, 3.479,  8.662
-181.374, 60.436, 3.491,  8.695
-181.374, 60.319, 3.502,  8.728
-181.374, 60.202, 3.514,  8.761
-181.375, 60.085, 3.526,  8.794
-181.375, 59.967, 3.538,  8.827
-181.375, 59.849, 3.548,  8.860
-181.375, 59.730, 3.560,  8.893
-181.376, 59.611, 3.573,  8.926
-181.376, 59.492, 3.585,  8.959
-181.376, 59.372, 3.597,  8.992
-181.376, 59.252, 3.608,  9.025
-181.377, 59.131, 3.620,  9.058
-181.377, 59.010, 3.633,  9.091
-181.377, 58.889, 3.645,  9.124
-181.378, 58.767, 3.657,  9.157
-181.378, 58.645, 3.668,  9.190
-181.378, 58.522, 3.680,  9.223
-181.378, 58.399, 3.694,  9.256
-181.378, 58.276, 3.706,  9.289
-181.379, 58.152, 3.718,  9.322
-181.379, 58.028, 3.730,  9.355
-181.379, 57.903, 3.743,  9.388
-181.379, 57.778, 3.756,  9.421
-181.380, 57.653, 3.768,  9.454
-181.380, 57.527, 3.780,  9.487
-181.380, 57.400, 3.792,  9.520
-181.380, 57.274, 3.805,  9.553
-181.381, 57.147, 3.818,  9.586
-181.381, 57.019, 3.831,  9.619
-181.381, 56.891, 3.844,  9.652
-181.381, 56.762, 3.857,  9.685
-181.381, 56.634, 3.869,  9.718
-181.382, 56.504, 3.882,  9.751
-181.382, 56.375, 3.894,  9.784
-181.382, 56.244, 3.908,  9.817
-181.382, 56.114, 3.922,  9.850
-181.382, 55.983, 3.935,  9.883
-181.382, 55.851, 3.947,  9.916
-181.383, 55.719, 3.960,  9.949
-181.383, 55.587, 3.974,  9.982
-181.383, 55.454, 3.986, 10.015
-181.383, 55.321, 3.999, 10.048
-181.383, 55.187, 4.012, 10.081
-181.384, 55.053, 4.026, 10.114
-181.384, 54.919, 4.039, 10.147
-181.384, 54.784, 4.053, 10.180
-181.384, 54.648, 4.066, 10.213
-181.384, 54.513, 4.079, 10.246
-181.384, 54.376, 4.093, 10.279
-181.384, 54.239, 4.107, 10.312
-181.385, 54.102, 4.120, 10.345
-181.385, 53.965, 4.133, 10.378
-181.385, 53.826, 4.148, 10.411
-181.385, 53.688, 4.162, 10.444
-181.385, 53.549, 4.175, 10.477
-181.385, 53.409, 4.188, 10.510
-181.386, 53.269, 4.202, 10.543
-181.386, 53.129, 4.216, 10.576
-181.386, 52.988, 4.230, 10.609
-181.386, 52.847, 4.244, 10.642
-181.386, 52.705, 4.258, 10.675
-181.386, 52.563, 4.273, 10.708
-181.386, 52.420, 4.287, 10.741
-181.386, 52.276, 4.301, 10.774
-181.387, 52.133, 4.314, 10.807
-181.387, 51.989, 4.329, 10.840
-181.387, 51.844, 4.344, 10.873
-181.387, 51.699, 4.358, 10.906
-181.387, 51.553, 4.373, 10.939
-181.387, 51.407, 4.387, 10.972
-181.387, 51.260, 4.401, 11.005
-181.387, 51.113, 4.416, 11.038
-181.387, 50.966, 4.431, 11.071
-181.388, 50.818, 4.446, 11.104
-181.388, 50.669, 4.459, 11.137
-181.388, 50.520, 4.474, 11.170
-181.388, 50.371, 4.490, 11.203
-181.388, 50.221, 4.505, 11.236
-181.388, 50.070, 4.520, 11.269
-181.388, 49.919, 4.535, 11.302
-181.388, 49.767, 4.550, 11.335
-181.388, 49.615, 4.565, 11.368
-181.388, 49.463, 4.579, 11.401
-181.388, 49.310, 4.595, 11.434
-181.388, 49.156, 4.611, 11.467
-181.389, 49.002, 4.626, 11.500
-181.389, 48.848, 4.640, 11.533
-181.389, 48.693, 4.656, 11.566
-181.389, 48.537, 4.672, 11.599
-181.389, 48.381, 4.688, 11.632
-181.389, 48.224, 4.703, 11.665
-181.389, 48.067, 4.718, 11.698
-181.389, 47.909, 4.734, 11.731
-181.389, 47.751, 4.750, 11.764
-181.389, 47.592, 4.766, 11.797
-181.389, 47.433, 4.781, 11.830
-181.389, 47.273, 4.796, 11.863
-181.389, 47.113, 4.813, 11.896
-181.389, 46.952, 4.830, 11.929
-181.389, 46.791, 4.845, 11.962
-181.389, 46.629, 4.861, 11.995
-181.389, 46.467, 4.878, 12.028
-181.390, 46.303, 4.894, 12.061
-181.390, 46.140, 4.910, 12.094
-181.390, 45.976, 4.926, 12.127
-181.390, 45.811, 4.943, 12.160
-181.390, 45.646, 4.959, 12.193
-181.390, 45.480, 4.976, 12.226
-181.390, 45.314, 4.993, 12.259
-181.390, 45.147, 5.009, 12.292
-181.390, 44.980, 5.025, 12.325
-181.390, 44.812, 5.041, 12.358
-181.390, 44.643, 5.059, 12.391
-181.390, 44.474, 5.077, 12.424
-181.390, 44.305, 5.093, 12.457
-181.390, 44.135, 5.108, 12.490
-181.390, 43.964, 5.114, 12.523
-181.390, 43.794, 5.102, 12.556
-181.390, 43.625, 5.094, 12.589
-181.390, 43.455, 5.103, 12.622
-181.390, 43.284, 5.129, 12.655
-181.390, 43.112, 5.166, 12.688
-181.390, 42.939, 5.201, 12.721
-181.390, 42.765, 5.224, 12.754
-181.390, 42.590, 5.237, 12.787
-181.390, 42.415, 5.249, 12.820
-181.390, 42.240, 5.265, 12.853
-181.390, 42.064, 5.288, 12.886
-181.390, 41.887, 5.313, 12.919
-181.390, 41.709, 5.336, 12.952
-181.390, 41.531, 5.356, 12.985
-181.390, 41.352, 5.373, 13.018
-181.390, 41.172, 5.391, 13.051
-181.390, 40.992, 5.411, 13.084
-181.390, 40.811, 5.432, 13.117
-181.390, 40.630, 5.452, 13.150
-181.390, 40.447, 5.471, 13.183
-181.390, 40.265, 5.490, 13.216
-181.390, 40.081, 5.509, 13.249
-181.389, 39.897, 5.528, 13.282
-181.389, 39.712, 5.548, 13.315
-181.389, 39.527, 5.567, 13.348
-181.389, 39.341, 5.587, 13.381
-181.389, 39.154, 5.605, 13.414
-181.389, 38.967, 5.624, 13.447
-181.389, 38.779, 5.644, 13.480
-181.389, 38.590, 5.664, 13.513
-181.389, 38.401, 5.683, 13.546
-181.389, 38.211, 5.702, 13.579
-181.389, 38.021, 5.721, 13.612
-181.389, 37.830, 5.740, 13.645
-181.389, 37.638, 5.760, 13.678
-181.389, 37.445, 5.779, 13.711
-181.389, 37.252, 5.799, 13.744
-181.388, 37.058, 5.819, 13.777
-181.388, 36.864, 5.839, 13.810
-181.388, 36.669, 5.858, 13.843
-181.388, 36.473, 5.878, 13.876
-181.388, 36.277, 5.897, 13.909
-181.388, 36.080, 5.917, 13.942
-181.388, 35.882, 5.938, 13.975
-181.388, 35.684, 5.958, 14.008
-181.388, 35.485, 5.977, 14.041
-181.388, 35.285, 5.997, 14.074
-181.387, 35.085, 6.017, 14.107
-181.387, 34.884, 6.037, 14.140
-181.387, 34.682, 6.059, 14.173
-181.387, 34.480, 6.079, 14.206
-181.387, 34.276, 6.099, 14.239
-181.387, 34.073, 6.119, 14.272
-181.387, 33.868, 6.139, 14.305
-181.387, 33.663, 6.160, 14.338
-181.386, 33.457, 6.181, 14.371
-181.386, 33.251, 6.202, 14.404
-181.386, 33.044, 6.222, 14.437
-181.386, 32.836, 6.242, 14.470
-181.386, 32.627, 6.263, 14.503
-181.386, 32.418, 6.285, 14.536
-181.385, 32.208, 6.306, 14.569
-181.385, 31.997, 6.327, 14.602
-181.385, 31.786, 6.348, 14.635
-181.385, 31.574, 6.369, 14.668
-181.385, 31.361, 6.390, 14.701
-181.385, 31.148, 6.412, 14.734
-181.384, 30.933, 6.434, 14.767
-181.384, 30.719, 6.456, 14.800
-181.384, 30.503, 6.477, 14.833
-181.384, 30.287, 6.497, 14.866
-181.384, 30.069, 6.519, 14.899
-181.383, 29.852, 6.541, 14.932
-181.383, 29.633, 6.563, 14.965
-181.383, 29.414, 6.585, 14.998
-181.383, 29.194, 6.607, 15.031
-181.383, 28.973, 6.629, 15.064
-181.382, 28.752, 6.652, 15.097
-181.382, 28.529, 6.675, 15.130
-181.382, 28.306, 6.696, 15.163
-181.382, 28.083, 6.718, 15.196
-181.381, 27.858, 6.741, 15.229
-181.381, 27.633, 6.764, 15.262
-181.381, 27.407, 6.786, 15.295
-181.381, 27.180, 6.809, 15.328
-181.380, 26.953, 6.831, 15.361
-181.380, 26.725, 6.853, 15.394
-181.380, 26.496, 6.876, 15.427
-181.380, 26.266, 6.899, 15.460
-181.379, 26.035, 6.922, 15.493
-181.379, 25.804, 6.945, 15.526
-181.379, 25.572, 6.968, 15.559
-181.378, 25.339, 6.992, 15.592
-181.378, 25.106, 7.015, 15.625
-181.378, 24.871, 7.038, 15.658
-181.378, 24.636, 7.061, 15.691
-181.377, 24.400, 7.085, 15.724
-181.377, 24.164, 7.109, 15.757
-181.377, 23.926, 7.133, 15.790
-181.376, 23.688, 7.156, 15.823
-181.376, 23.449, 7.179, 15.856
-181.376, 23.209, 7.203, 15.889
-181.375, 22.968, 7.228, 15.922
-181.375, 22.727, 7.252, 15.955
-181.375, 22.484, 7.276, 15.988
-181.374, 22.241, 7.299, 16.021
-181.374, 21.997, 7.324, 16.054
-181.374, 21.753, 7.349, 16.087
-181.373, 21.507, 7.373, 16.120
-181.373, 21.261, 7.398, 16.153
-181.373, 21.013, 7.423, 16.186
-181.372, 20.765, 7.447, 16.219
-181.372, 20.517, 7.472, 16.252
-181.371, 20.267, 7.497, 16.285
-181.371, 20.016, 7.522, 16.318
-181.371, 19.765, 7.547, 16.351
-181.370, 19.513, 7.572, 16.384
-181.370, 19.260, 7.597, 16.417
-181.369, 19.006, 7.622, 16.450
-181.369, 18.751, 7.648, 16.483
-181.368, 18.496, 7.673, 16.516
-181.368, 18.239, 7.698, 16.549
-181.368, 17.982, 7.724, 16.582
-181.367, 17.724, 7.750, 16.615
-181.367, 17.465, 7.776, 16.648
-181.366, 17.205, 7.802, 16.681
-181.366, 16.944, 7.827, 16.714
-181.365, 16.683, 7.853, 16.747
-181.365, 16.420, 7.879, 16.780
-181.364, 16.157, 7.906, 16.813
-181.364, 15.893, 7.932, 16.846
-181.364, 15.628, 7.959, 16.879
-181.363, 15.362, 7.984, 16.912
-181.363, 15.095, 8.011, 16.945
-181.362, 14.827, 8.039, 16.978
-181.361, 14.559, 8.066, 17.011
-181.361, 14.289, 8.092, 17.044
-181.360, 14.019, 8.119, 17.077
-181.360, 13.747, 8.146, 17.110
-181.359, 13.475, 8.173, 17.143
-181.359, 13.202, 8.200, 17.176
-181.358, 12.928, 8.228, 17.209
-181.358, 12.653, 8.255, 17.242
-181.357, 12.377, 8.283, 17.275
-181.357, 12.100, 8.310, 17.308
-181.356, 11.823, 8.338, 17.341
-181.355, 11.544, 8.366, 17.374
-181.355, 11.265, 8.394, 17.407
-181.354, 10.984, 8.422, 17.440
-181.354, 10.703, 8.450, 17.473
-181.353, 10.420, 8.478, 17.506
-181.352, 10.137, 8.507, 17.539
-181.352, 9.853, 8.535, 17.572
-181.351, 9.567, 8.563, 17.605
-181.351, 9.281, 8.592, 17.638
-181.350, 8.994, 8.621, 17.671
-181.349, 8.706, 8.649, 17.704
-181.349, 8.417, 8.678, 17.737
-181.348, 8.127, 8.707, 17.770
-181.347, 7.836, 8.736, 17.803
-181.347, 7.544, 8.765, 17.836
-181.346, 7.251, 8.795, 17.869
-181.345, 6.957, 8.824, 17.902
-181.345, 6.662, 8.854, 17.935
-181.344, 6.366, 8.884, 17.968
-181.343, 6.070, 8.913, 18.001
-181.342, 5.772, 8.943, 18.034
-181.342, 5.473, 8.973, 18.067
-181.341, 5.173, 9.002, 18.100
-181.340, 4.872, 9.032, 18.133
-181.340, 4.570, 9.063, 18.166
-181.339, 4.267, 9.094, 18.199
-181.338, 3.964, 9.124, 18.232
-181.337, 3.659, 9.153, 18.265
-181.336, 3.353, 9.184, 18.298
-181.336, 3.046, 9.215, 18.331
-181.335, 2.738, 9.246, 18.364
-181.334, 2.429, 9.277, 18.397
-181.333, 2.119, 9.308, 18.430
-181.332, 1.808, 9.339, 18.463
-181.332, 1.496, 9.370, 18.496
-181.331, 1.183, 9.401, 18.529
-181.330, 0.868, 9.433, 18.562
-181.329, 0.553, 9.465, 18.595
-181.328, 0.237, 9.496, 18.628
-181.327, -0.080, 9.527, 18.661
-181.326, -0.399, 9.559, 18.694
-181.326, -0.718, 9.591, 18.727
-181.325, -1.039, 9.624, 18.760
-181.324, -1.360, 9.656, 18.793
-181.323, -1.683, 9.688, 18.826
-181.322, -2.007, 9.720, 18.859
-181.321, -2.332, 9.752, 18.892
-181.320, -2.657, 9.785, 18.925
-181.319, -2.984, 9.818, 18.958
-181.318, -3.313, 9.851, 18.991
-181.317, -3.642, 9.883, 19.024
-181.316, -3.972, 9.916, 19.057
-181.315, -4.303, 9.950, 19.090
-181.314, -4.636, 9.984, 19.123
-181.313, -4.970, 10.017, 19.156
-181.312, -5.304, 10.050, 19.189
-181.311, -5.640, 10.083, 19.222
-181.310, -5.977, 10.117, 19.255
-181.309, -6.315, 10.152, 19.288
-181.308, -6.654, 10.185, 19.321
-181.307, -6.995, 10.219, 19.354
-181.306, -7.336, 10.253, 19.387
-181.305, -7.679, 10.287, 19.420
-181.304, -8.023, 10.322, 19.453
-181.303, -8.368, 10.357, 19.486
-181.302, -8.714, 10.391, 19.519
-181.301, -9.061, 10.425, 19.552
-181.299, -9.409, 10.460, 19.585
-181.298, -9.759, 10.496, 19.618
-181.297, -10.110, 10.531, 19.651
-181.296, -10.462, 10.566, 19.684
-181.295, -10.815, 10.601, 19.717
-181.294, -11.169, 10.636, 19.750
-181.292, -11.524, 10.671, 19.783
-181.291, -11.881, 10.708, 19.816
-181.290, -12.239, 10.744, 19.849
-181.289, -12.598, 10.779, 19.882
-181.288, -12.958, 10.815, 19.915
-181.286, -13.320, 10.852, 19.948
-181.285, -13.682, 10.888, 19.981
-181.284, -14.046, 10.924, 20.014
-181.282, -14.411, 10.960, 20.047
-181.281, -14.777, 10.997, 20.080
-181.280, -15.145, 11.034, 20.113
-181.279, -15.514, 11.071, 20.146
-181.277, -15.884, 11.108, 20.179
-181.276, -16.255, 11.145, 20.212
-181.275, -16.627, 11.183, 20.245
-181.273, -17.001, 11.220, 20.278
-181.272, -17.376, 11.257, 20.311
-181.270, -17.752, 11.295, 20.344
-181.269, -18.130, 11.333, 20.377
-181.268, -18.508, 11.371, 20.410
-181.266, -18.888, 11.409, 20.443
-181.265, -19.270, 11.447, 20.476
-181.263, -19.652, 11.485, 20.509
-181.262, -20.036, 11.523, 20.542
-181.260, -20.421, 11.562, 20.575
-181.259, -20.807, 11.601, 20.608
-181.258, -21.195, 11.639, 20.641
-181.256, -21.584, 11.679, 20.674
-181.255, -21.974, 11.718, 20.707
-181.253, -22.366, 11.757, 20.740
-181.251, -22.759, 11.796, 20.773
-181.250, -23.153, 11.836, 20.806
-181.248, -23.549, 11.876, 20.839
-181.247, -23.945, 11.915, 20.872
-181.245, -24.344, 11.955, 20.905
-181.244, -24.743, 11.995, 20.938
-181.242, -25.144, 12.036, 20.971
-181.240, -25.546, 12.076, 21.004
-181.239, -25.950, 12.116, 21.037
-181.237, -26.355, 12.157, 21.070
-181.235, -26.761, 12.198, 21.103
-181.234, -27.169, 12.239, 21.136
-181.232, -27.578, 12.280, 21.169
-181.230, -27.988, 12.321, 21.202
-181.228, -28.400, 12.362, 21.235
-181.227, -28.813, 12.404, 21.268
-181.225, -29.227, 12.445, 21.301
-181.223, -29.643, 12.487, 21.334
-181.221, -30.061, 12.529, 21.367
-181.220, -30.479, 12.571, 21.400
-181.218, -30.899, 12.614, 21.433
-181.216, -31.321, 12.655, 21.466
-181.214, -31.744, 12.698, 21.499
-181.212, -32.168, 12.740, 21.532
-181.210, -32.594, 12.783, 21.565
-181.209, -33.021, 12.826, 21.598
-181.207, -33.450, 12.869, 21.631
-181.205, -33.880, 12.912, 21.664
-181.203, -34.311, 12.956, 21.697
-181.201, -34.744, 12.999, 21.730
-181.199, -35.179, 13.043, 21.763
-181.197, -35.615, 13.086, 21.796
-181.195, -36.052, 13.130, 21.829
-181.193, -36.491, 13.174, 21.862
-181.191, -36.931, 13.218, 21.895
-181.189, -37.373, 13.263, 21.928
-181.187, -37.816, 13.307, 21.961
-181.185, -38.261, 13.351, 21.994
-181.183, -38.707, 13.395, 22.027
-181.181, -39.154, 13.441, 22.060
-181.178, -39.604, 13.486, 22.093
-181.176, -40.054, 13.532, 22.126
-181.174, -40.506, 13.577, 22.159
-181.172, -40.960, 13.622, 22.192
-181.170, -41.415, 13.667, 22.225
-181.168, -41.872, 13.713, 22.258
-181.165, -42.330, 13.760, 22.291
-181.163, -42.790, 13.806, 22.324
-181.161, -43.252, 13.852, 22.357
-181.159, -43.714, 13.898, 22.390
-181.156, -44.179, 13.944, 22.423
-181.154, -44.645, 13.991, 22.456
-181.152, -45.112, 14.038, 22.489
-181.149, -45.582, 14.086, 22.522
-181.147, -46.052, 14.133, 22.555
-181.145, -46.525, 14.179, 22.588
-181.142, -46.998, 14.226, 22.621
-181.140, -47.474, 14.274, 22.654
-181.137, -47.951, 14.322, 22.687
-181.135, -48.429, 14.370, 22.720
-181.132, -48.910, 14.418, 22.753
-181.130, -49.392, 14.466, 22.786
-181.127, -49.875, 14.515, 22.819
-181.125, -50.360, 14.564, 22.852
-181.122, -50.847, 14.613, 22.885
-181.120, -51.335, 14.661, 22.918
-181.117, -51.825, 14.711, 22.951
-181.115, -52.317, 14.760, 22.984
-181.112, -52.810, 14.809, 23.017
-181.109, -53.305, 14.859, 23.050
